Date,Niche,Title,Price,Currency,Link
5/9/2026,"Modest Fashion","Fashion Modal Cotton Jersey Hijab Scarf Long Muslim Shawl Plain Soft Turban Tie",10.89,USD,https://www.ebay.com/itm/177357870239?_skw=green+Hijab+fashion+-Burqa+-Niqab&var=477016655633&hash=item294b5a549f:g:YlEAAOSwdhdlByrj
5/9/2026,"Eco Kitchen","Reusable Beeswax Wraps For Foods, Cheese, Sandwich & 13x39'', Bee Pattern001 ",16.99,USD,https://www.ebay.com/itm/358221980327?_skw=reusable+beeswax+wraps+-used&hash=item5367b1a2a7:g:xu0AAeSwcEdpklWg
5/9/2026,"Modest Fashion","Muslim Keffiyeh Hijab Chiffon Shawl Kufiyya Fashion Lady Soft Headwraps Gifts",16.95,USD,https://www.ebay.com/itm/297590364389?_skw=green+Hijab+fashion+-Burqa+-Niqab&var=594978892552&hash=item4549c498e5:g:nkIAAeSw865ouu4p&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGZH483CDYYsSx49akdjxYJKpVd59dc3TiQcd23fI9TdWFc4JLAm5AKEoowixiQ86sKSkjpLDmk5OlekP0JtZZWCpVMYl5oIc6pon3gqAlM5wpVe4XV8YZ1piEB7WKBqhlD1UNhJp8ft7WVMscvmdR0I79HJTfQJVfKXlFyl5IjHGMMK%2FNhVi4hO2eP%2B1AAIguBDt0V9nXakSvD1SO%2B4rt6dcVGHwzW%2FSZ%2BgsDaSof9b6%2FAJef5muVPVJaHXM5wtK0%2F1348eqo6FTXu3QrdD0lJfZEAyHAfgR40MHiKEABcVA7d7Gn8hopR8rNq935sbrOc%3D
5/9/2026,"Tech Gadgets","20000mAh Mini Power Bank Fast Charging Portable External Battery Backup Charger",10.99,USD,https://www.ebay.com/itm/366037110287?_skw=portable+charger+fast+charging+-used+-broken&hash=item5539830e0f:g:WcwAAOSw4rVmpwnu
5/9/2026,"Educational Toys","4pcs Wooden Puzzles For Toddlers, Animal Shape Montessori Toy, Puzzles With 4 An",4.00,USD,https://www.ebay.com/itm/315192990502?_skw=montessori+wooden+puzzles+-used&hash=item4962f75b26:g:sT4AAOSwUn9l4L1j
5/9/2026,"Modest Fashion","Lace Hijab Women Scarf Long Shawls and Wraps Muslim Hijabs Headscarves Fashion",24.74,USD,https://www.ebay.com/itm/406646277071?_skw=green+Hijab+fashion+-Burqa+-Niqab&var=676901578965&hash=item5eae01c3cf:g:UiAAAOSwdFpjT5q1&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGZYI1wfRmhPkN7YlLtZBhn5AxXW3xRvnzBICy9Pd8ConsmtWWD8ymPJq7eUIBQ7a14nvfC4D7yjdTCz5Wc1K2C3BV%2FFcBuNJpE%2Bx1qxCCT3U9cKtOWkLIpZ7gXOPceQucnV9xBiF8hIPnJ3GMviGItBq%2BVjtzrEiI85FLcWAXg2nP8k3%2FLXa%2FqU8RmDD67%2F7XNkQy3jJwfvbU20c2lOyzvdv8XMSct2kZYIQkxPoacINnHB%2FxA7jNPlguWPTPnrCS9C9pv%2BpdhArn4QKTB1UgQ%2F5XAnXgnJwN12RRdi0x%2BxjTOfo38EdvYa9Zkm1vDtIpU%3D
5/9/2026,"Home Decor","AVOIN colorlife Boho Throw Pillow Cover, 12 20"" x 12"" (Pack of 1), Multicolor ",10.52,USD,https://www.ebay.com/itm/317663847960?_skw=boho+throw+pillow+cover+-used&hash=item49f63da618:g:fkAAAeSwygtpQQTg
5/9/2026,"Tech Gadgets","portable charger power bank fast charging 65W Power Bank, 5-Outport",49.99,USD,https://tinyurl.com/28qftcfa,"Not saved",""
5/9/2026,"Professional Bags","Laptop Tote Bag for Women,Leather Work Bag, Waterproof Business Teacher Bag,Larg",46.61,USD,https://tinyurl.com/27oowfcy,"Not saved",""
5/9/2026,"Professional Bags","Laptop Bag for Women, Leather Vintage Work Tote Bag Computer Office Teacher Bag + Naturalistas Fashion Accessory Pack Natural Hair Night Routine",79.23,USD,https://tinyurl.com/29g4u3mv,"C:\Users\arayy\OneDrive\Desktop\Gemini CLI\posts\frame1_v1_357893638191_0.jpg","A stylish find for your collection. Perfect for the modern professional."
5/9/2026,"Teacher Stationery","Luxury Metal Pen Set, Fine Nib Fountain Pen, Converter, 10 Black Ink Cartridges + Naturalistas Fashion Accessory Pack Natural Hair Night Routine",23.93,USD,https://tinyurl.com/2afk3ff5,"C:\Users\arayy\OneDrive\Desktop\Gemini CLI\posts\frame1_v1_388805743184_0.jpg","A stylish find for your collection. Perfect for the modern professional."
5/9/2026,"Educational Toys","Montessori Wooden Peg Shape Puzzles for Toddlers 1-4, Sturdy Easy-Grip Education + Naturalistas Fashion Accessory Pack Natural Hair Night Routine",24.55,USD,https://tinyurl.com/23wuurh8,"C:\Users\arayy\OneDrive\Desktop\Gemini CLI\posts\frame1_v1_168120429922_0.jpg","A stylish find for your collection. Perfect for the modern professional."
5/9/2026,"Eco Kitchen","Reusable Beeswax Wrap - 9 Pack Beeswax Wraps for Food, Eco-Friendly Beeswax Food + Naturalistas Fashion Accessory Pack Natural Hair Night Routine",48.34,USD,https://tinyurl.com/2623a3gb,"C:\Users\arayy\OneDrive\Desktop\Gemini CLI\posts\frame1_v1_358531434993_0.jpg","A stylish find for your collection. Perfect for the modern professional."
5/9/2026,"Ergonomic Gear","Ergonomic Wireless Bluetooth Vertical Mouse 4800 DPI 6 Buttons Quiet Click + Naturalistas Fashion Accessory Pack Natural Hair Night Routine",49.32,USD,https://tinyurl.com/2b42zfr6,"C:\Users\arayy\OneDrive\Desktop\Gemini CLI\posts\frame1_v1_406636063201_0.jpg","A stylish find for your collection. Perfect for the modern professional."
5/9/2026,"Tech Gadgets","Power Bank Fast Charging 50000mAh - 22.5W Portable Charger USB C Quick Charge + Naturalistas Fashion Accessory Pack Natural Hair Night Routine",42.94,USD,https://tinyurl.com/2dxmxmqw,"C:\Users\arayy\OneDrive\Desktop\Gemini CLI\posts\frame1_v1_336516758686_0.jpg","A stylish find for your collection. Perfect for the modern professional."
5/9/2026,"Eco Kitchen","Reusable Beeswax Wrap - 9 Pack Beeswax Wraps for Food, Eco-Friendly Beeswax Food + Naturalistas Fashion Accessory Pack Natural Hair Night Routine",43.94,USD,https://tinyurl.com/2y6zn2o9,"C:\Users\arayy\OneDrive\Desktop\Gemini CLI\posts\frame1_v1_168354142206_0_collage.jpg","A stylish find for your collection. Perfect for the modern professional."
5/9/2026,"Ergonomic Gear","Wireless Ergonomic Mouse, Vertical Ergo Mouse with OLED Screen, Quiet Click, Rec + Naturalistas Fashion Accessory Pack Natural Hair Night Routine",32.94,USD,https://tinyurl.com/2bsvhdkr,"C:\Users\arayy\OneDrive\Desktop\Gemini CLI\posts\frame1_v1_286571683773_0_collage.jpg","A stylish find for your collection. Perfect for the modern professional."
